VOID	AcctName	DateOfAffiliation
312	ale.johnson.509	2022-09-29
312	amy.garcia.871	2017-06-24
312	amy.henderson.224	2011-08-12
312	ang.hopkins.264	2016-07-05
312	ant.dennis.856	2011-06-23
312	ant.fleming.613	2017-05-24
312	ash.robinson.400	2013-12-09
312	cas.duran.250	2017-03-05
312	chr.rose.465	2021-03-18
312	cor.jr..320	2021-05-12
312	cou.brooks.739	2019-07-30
312	cry.davis.502	2013-07-21
312	dav.lloyd.779	2022-07-19
312	dav.ryan.302	2019-05-22
312	dr..espinoza.407	2019-12-24
312	dyl.romero.144	2018-11-23
312	eli.dawson.093	2019-03-05
312	eri.lopez.817	2011-05-29
312	ger.riley.934	2021-12-27
312	hea.baldwin.164	2013-05-10
312	jam.evans.413	2014-12-30
312	jam.johnson.153	2018-10-08
312	jam.terrell.239	2022-01-03
312	jas.keith.832	2016-08-13
312	jas.morton.077	2019-01-28
312	jen.campbell.340	2018-09-24
312	jen.huerta.328	2015-08-30
312	jer.rollins.740	2018-05-28
312	jil.payne.892	2021-06-22
312	joh.coleman.076	2017-06-18
312	kar.carroll.734	2013-03-31
312	ker.mullen.690	2016-12-15
312	kri.edwards.715	2011-06-27
312	lar.banks.335	2021-07-18
312	log.edwards.500	2014-04-22
312	lyn.tate.654	2019-01-11
312	mel.acevedo.523	2016-08-13
312	mic.case.027	2021-05-18
312	mic.reynolds.319	2011-11-08
312	mic.thompson.255	2017-05-09
312	mic.woods.516	2014-11-27
312	mig.brown.544	2016-08-22
312	mit.diaz.120	2017-09-30
312	mit.haynes.006	2014-04-12
312	mon.barber.526	2013-08-13
312	mr..ferguson.506	2016-10-18
312	nic.horn.309	2017-01-11
312	nic.sherman.130	2011-10-17
312	phi.wilson.040	2015-10-03
312	reg.hughes.236	2011-01-03
312	rob.valenzuela.589	2016-12-11
312	san.wallace.423	2020-09-09
312	vic.weaver.575	2018-03-13
312	wya.martinez.388	2019-06-23
313	ale.johnson.509	2018-07-06
313	amy.floyd.618	2022-06-18
313	amy.garcia.871	2016-12-30
313	amy.henderson.224	2018-08-23
313	ang.hopkins.264	2022-12-27
313	ant.fleming.613	2015-10-11
313	ash.robinson.400	2014-04-22
313	ben.turner.392	2022-01-05
313	cas.duran.250	2020-06-25
313	chr.rose.465	2011-02-19
313	cor.jr..320	2012-07-06
313	cou.brooks.739	2014-07-22
313	cry.davis.502	2012-01-28
313	dan.hayes.093	2012-08-07
313	dav.lloyd.779	2011-02-09
313	dav.ryan.302	2011-01-28
313	daw.davis.370	2018-01-16
313	dr..espinoza.407	2015-04-12
313	dyl.romero.144	2020-09-22
313	eli.dawson.093	2021-06-22
313	eri.lopez.817	2011-11-23
313	ger.riley.934	2022-01-12
313	hea.baldwin.164	2022-09-30
313	jam.evans.413	2012-06-08
313	jam.johnson.153	2012-04-08
313	jas.keith.832	2012-04-27
313	jas.morton.077	2020-07-24
313	jen.campbell.340	2018-11-14
313	jen.huerta.328	2011-03-05
313	jer.rollins.740	2016-11-29
313	jil.payne.892	2020-12-14
313	joh.coleman.076	2011-04-08
313	jos.garcia.375	2011-05-03
313	kri.edwards.715	2022-10-01
313	lar.banks.335	2012-03-02
313	log.edwards.500	2013-01-26
313	lyn.tate.654	2018-06-08
313	mar.gonzales.971	2019-06-19
313	mel.acevedo.523	2020-08-19
313	mic.case.027	2017-04-22
313	mic.reynolds.319	2017-04-21
313	mic.woods.516	2021-12-13
313	mig.brown.544	2014-07-10
313	mit.diaz.120	2019-09-06
313	mon.barber.526	2021-04-12
313	mr..ferguson.506	2021-12-26
313	nic.horn.309	2022-11-13
313	nic.sherman.130	2018-10-28
313	phi.wilson.040	2020-04-03
313	rob.valenzuela.589	2013-08-27
313	vic.weaver.575	2022-08-30
313	wya.martinez.388	2019-11-26
318	ale.johnson.509	2017-08-07
318	amy.floyd.618	2012-07-04
318	amy.garcia.871	2015-04-22
318	amy.henderson.224	2013-01-13
318	ang.hopkins.264	2011-06-13
318	ant.dennis.856	2011-12-08
318	ant.fleming.613	2022-09-09
318	ash.robinson.400	2013-02-16
318	ben.turner.392	2017-03-27
318	cas.duran.250	2014-01-11
318	chr.rose.465	2011-09-22
318	cor.jr..320	2015-12-06
318	cou.brooks.739	2011-12-09
318	cry.davis.502	2021-02-27
318	dan.hayes.093	2017-08-18
318	dav.lloyd.779	2021-12-24
318	dav.ryan.302	2021-09-02
318	daw.davis.370	2018-08-31
318	dr..espinoza.407	2017-06-06
318	dyl.romero.144	2014-11-13
318	eli.dawson.093	2015-05-19
318	eri.lopez.817	2012-12-19
318	ger.riley.934	2018-12-17
318	hea.baldwin.164	2014-03-29
318	jam.evans.413	2015-02-26
318	jam.terrell.239	2014-11-12
318	jas.keith.832	2014-01-17
318	jas.morton.077	2022-09-08
318	jen.campbell.340	2016-01-20
318	jen.huerta.328	2018-07-27
318	jer.rollins.740	2018-07-20
318	jil.payne.892	2015-12-24
318	joh.coleman.076	2022-11-19
318	jos.garcia.375	2021-03-01
318	kar.carroll.734	2016-09-24
318	ker.mullen.690	2012-11-19
318	kri.edwards.715	2011-05-08
318	lar.banks.335	2016-04-09
318	log.edwards.500	2012-05-23
318	lyn.tate.654	2013-07-06
318	mar.gonzales.971	2011-02-15
318	mel.acevedo.523	2020-12-04
318	mic.case.027	2016-07-09
318	mic.reynolds.319	2014-02-11
318	mic.thompson.255	2017-01-24
318	mic.woods.516	2016-03-01
318	mit.diaz.120	2018-10-17
318	mit.haynes.006	2011-01-21
318	mon.barber.526	2012-08-30
318	mr..ferguson.506	2020-06-03
318	nic.horn.309	2017-02-05
318	nic.sherman.130	2019-09-27
318	phi.wilson.040	2012-06-22
318	reg.hughes.236	2016-04-04
318	vic.weaver.575	2020-07-01
318	wya.martinez.388	2011-04-01
319	ale.johnson.509	2020-05-18
319	amy.floyd.618	2014-09-26
319	amy.garcia.871	2011-02-21
319	amy.henderson.224	2012-04-15
319	ang.hopkins.264	2015-07-18
319	ant.dennis.856	2020-05-28
319	ant.fleming.613	2012-10-22
319	ash.robinson.400	2015-09-19
319	ben.turner.392	2020-04-25
319	cas.duran.250	2018-06-27
319	cor.jr..320	2012-01-10
319	cou.brooks.739	2018-08-02
319	cry.davis.502	2016-11-16
319	dan.hayes.093	2020-04-05
319	dav.lloyd.779	2021-07-21
319	dav.ryan.302	2012-02-05
319	daw.davis.370	2016-08-17
319	dr..espinoza.407	2017-07-10
319	dyl.romero.144	2018-11-12
319	eli.dawson.093	2016-11-12
319	eri.lopez.817	2015-10-19
319	ger.riley.934	2017-03-19
319	jam.evans.413	2021-06-03
319	jam.johnson.153	2018-11-09
319	jam.terrell.239	2012-10-10
319	jas.keith.832	2017-12-28
319	jas.morton.077	2021-11-17
319	jen.campbell.340	2020-11-01
319	jen.huerta.328	2012-01-02
319	jil.payne.892	2018-04-26
319	joh.coleman.076	2015-01-13
319	jos.garcia.375	2016-02-05
319	kar.carroll.734	2022-09-30
319	ker.mullen.690	2021-06-24
319	kri.edwards.715	2014-11-04
319	lar.banks.335	2020-12-06
319	log.edwards.500	2013-03-31
319	lyn.tate.654	2019-07-28
319	mar.gonzales.971	2022-10-14
319	mic.case.027	2013-12-29
319	mic.reynolds.319	2016-09-13
319	mit.diaz.120	2019-02-04
319	mon.barber.526	2012-11-05
319	mr..ferguson.506	2011-07-06
319	nic.horn.309	2021-05-24
319	nic.sherman.130	2011-01-22
319	phi.wilson.040	2014-04-02
319	reg.hughes.236	2012-12-16
319	rob.valenzuela.589	2020-12-12
319	san.wallace.423	2022-05-17
319	vic.weaver.575	2020-05-02
322	ale.johnson.509	2012-07-09
322	amy.floyd.618	2021-10-29
322	amy.garcia.871	2022-09-16
322	amy.henderson.224	2019-01-16
322	ang.hopkins.264	2014-08-01
322	ant.dennis.856	2011-10-15
322	ant.fleming.613	2013-05-30
322	ben.turner.392	2019-05-16
322	cas.duran.250	2014-01-20
322	chr.rose.465	2014-03-07
322	cor.jr..320	2021-01-04
322	cou.brooks.739	2015-02-05
322	cry.davis.502	2017-02-01
322	dan.hayes.093	2016-09-13
322	dav.lloyd.779	2017-02-21
322	dav.ryan.302	2014-09-02
322	daw.davis.370	2020-04-07
322	dr..espinoza.407	2016-05-20
322	dyl.romero.144	2013-09-20
322	eri.lopez.817	2016-07-25
322	ger.riley.934	2014-03-04
322	hea.baldwin.164	2017-05-10
322	jam.evans.413	2015-10-09
322	jam.terrell.239	2017-03-02
322	jas.keith.832	2019-11-08
322	jas.morton.077	2012-11-13
322	jen.campbell.340	2022-10-03
322	jen.huerta.328	2013-02-19
322	joh.coleman.076	2015-09-08
322	jos.garcia.375	2011-03-23
322	kar.carroll.734	2014-10-13
322	kri.edwards.715	2017-07-21
322	lar.banks.335	2020-09-05
322	log.edwards.500	2012-10-25
322	lyn.tate.654	2013-02-14
322	mar.gonzales.971	2020-03-19
322	mic.case.027	2012-11-14
322	mic.reynolds.319	2013-04-05
322	mic.thompson.255	2016-06-29
322	mic.woods.516	2019-03-26
322	mig.brown.544	2022-07-28
322	mit.diaz.120	2021-03-13
322	mit.haynes.006	2022-02-07
322	mon.barber.526	2014-05-30
322	mr..ferguson.506	2011-03-10
322	nic.horn.309	2014-12-30
322	nic.sherman.130	2014-08-02
322	phi.wilson.040	2014-06-18
322	rob.valenzuela.589	2011-08-26
322	san.wallace.423	2012-10-18
322	vic.weaver.575	2018-08-21
322	wya.martinez.388	2022-08-11
337	ale.johnson.509	2021-10-11
337	amy.floyd.618	2011-03-20
337	amy.garcia.871	2016-06-05
337	amy.henderson.224	2020-05-19
337	ang.hopkins.264	2011-01-04
337	ant.dennis.856	2020-03-05
337	ant.fleming.613	2012-11-08
337	ash.robinson.400	2015-12-21
337	ben.turner.392	2011-05-07
337	cas.duran.250	2014-12-26
337	chr.rose.465	2011-08-13
337	cor.jr..320	2021-01-18
337	cou.brooks.739	2016-09-23
337	cry.davis.502	2022-06-13
337	dan.hayes.093	2012-12-08
337	dav.lloyd.779	2022-02-19
337	dav.ryan.302	2012-02-02
337	daw.davis.370	2018-03-01
337	dr..espinoza.407	2020-03-13
337	dyl.romero.144	2022-11-21
337	eli.dawson.093	2018-01-02
337	eri.lopez.817	2015-09-16
337	ger.riley.934	2012-04-29
337	hea.baldwin.164	2021-05-19
337	jam.evans.413	2018-12-19
337	jam.johnson.153	2013-05-22
337	jas.morton.077	2012-04-15
337	jen.campbell.340	2019-10-18
337	jen.huerta.328	2021-12-01
337	jer.rollins.740	2015-10-23
337	jil.payne.892	2020-03-30
337	joh.coleman.076	2014-04-22
337	jos.garcia.375	2013-05-20
337	kar.carroll.734	2018-08-05
337	kri.edwards.715	2016-03-08
337	lar.banks.335	2013-08-02
337	log.edwards.500	2015-12-22
337	lyn.tate.654	2018-12-15
337	mar.gonzales.971	2012-08-12
337	mel.acevedo.523	2019-03-15
337	mic.case.027	2022-12-25
337	mic.reynolds.319	2013-01-11
337	mic.thompson.255	2018-09-13
337	mic.woods.516	2013-07-01
337	mig.brown.544	2014-09-09
337	mit.diaz.120	2013-02-08
337	mit.haynes.006	2019-02-04
337	mon.barber.526	2013-05-12
337	mr..ferguson.506	2016-09-21
337	nic.horn.309	2020-01-14
337	nic.sherman.130	2016-07-29
337	rob.valenzuela.589	2022-06-23
337	san.wallace.423	2022-05-26
337	vic.weaver.575	2012-06-10
337	wya.martinez.388	2019-08-21
349	ale.johnson.509	2011-07-23
349	amy.floyd.618	2014-04-20
349	amy.garcia.871	2016-05-22
349	ang.hopkins.264	2019-12-27
349	ash.robinson.400	2020-03-04
349	ben.turner.392	2020-04-10
349	cas.duran.250	2018-06-24
349	cor.jr..320	2015-08-03
349	cou.brooks.739	2022-05-27
349	cry.davis.502	2012-08-24
349	dan.hayes.093	2021-12-02
349	dav.lloyd.779	2020-04-07
349	daw.davis.370	2021-06-02
349	dr..espinoza.407	2015-01-03
349	eli.dawson.093	2021-04-06
349	eri.lopez.817	2019-05-24
349	ger.riley.934	2013-03-31
349	hea.baldwin.164	2022-03-17
349	jam.evans.413	2021-03-12
349	jam.johnson.153	2012-10-27
349	jam.terrell.239	2019-04-03
349	jas.keith.832	2011-09-01
349	jas.morton.077	2020-06-18
349	jen.campbell.340	2019-03-07
349	jen.huerta.328	2019-12-22
349	jer.rollins.740	2014-04-08
349	jil.payne.892	2016-11-15
349	joh.coleman.076	2015-01-12
349	jos.garcia.375	2014-06-04
349	kar.carroll.734	2011-07-19
349	ker.mullen.690	2019-08-27
349	kri.edwards.715	2011-01-09
349	lar.banks.335	2018-12-11
349	log.edwards.500	2019-09-09
349	lyn.tate.654	2019-01-29
349	mar.gonzales.971	2014-06-26
349	mel.acevedo.523	2013-12-25
349	mic.case.027	2014-11-02
349	mic.reynolds.319	2021-06-16
349	mic.thompson.255	2019-04-20
349	mic.woods.516	2018-01-08
349	mig.brown.544	2017-10-10
349	mit.diaz.120	2012-05-13
349	mit.haynes.006	2019-10-01
349	mon.barber.526	2018-08-18
349	mr..ferguson.506	2022-09-26
349	nic.horn.309	2020-06-09
349	nic.sherman.130	2011-05-20
349	phi.wilson.040	2014-01-01
349	reg.hughes.236	2022-07-11
349	rob.valenzuela.589	2021-11-17
349	san.wallace.423	2012-11-05
349	vic.weaver.575	2016-12-14
349	wya.martinez.388	2014-05-08
356	ale.johnson.509	2019-11-02
356	amy.floyd.618	2016-12-15
356	amy.garcia.871	2013-01-05
356	amy.henderson.224	2013-12-28
356	ang.hopkins.264	2016-04-08
356	ant.dennis.856	2019-09-18
356	ant.fleming.613	2012-12-07
356	ash.robinson.400	2016-11-26
356	ben.turner.392	2014-04-03
356	cas.duran.250	2018-09-13
356	cor.jr..320	2011-06-26
356	cou.brooks.739	2020-02-06
356	cry.davis.502	2019-01-24
356	dan.hayes.093	2021-05-30
356	dav.lloyd.779	2015-05-15
356	dav.ryan.302	2011-12-23
356	daw.davis.370	2019-04-22
356	dr..espinoza.407	2020-10-21
356	dyl.romero.144	2018-06-30
356	eri.lopez.817	2021-08-22
356	ger.riley.934	2015-12-19
356	jam.evans.413	2021-07-04
356	jam.johnson.153	2012-03-14
356	jam.terrell.239	2013-11-13
356	jas.keith.832	2020-08-06
356	jas.morton.077	2018-12-18
356	jen.campbell.340	2011-07-14
356	jen.huerta.328	2013-06-04
356	jer.rollins.740	2011-04-22
356	joh.coleman.076	2020-05-14
356	jos.garcia.375	2021-04-09
356	kar.carroll.734	2013-06-25
356	ker.mullen.690	2011-04-09
356	kri.edwards.715	2020-02-22
356	lar.banks.335	2022-02-05
356	log.edwards.500	2012-09-21
356	lyn.tate.654	2015-10-06
356	mar.gonzales.971	2019-02-09
356	mel.acevedo.523	2020-03-12
356	mic.case.027	2019-03-15
356	mic.reynolds.319	2021-10-10
356	mic.thompson.255	2022-12-21
356	mic.woods.516	2014-02-18
356	mig.brown.544	2011-10-09
356	mit.diaz.120	2022-09-24
356	mit.haynes.006	2011-10-04
356	mon.barber.526	2019-11-08
356	mr..ferguson.506	2015-11-20
356	nic.horn.309	2014-03-19
356	nic.sherman.130	2021-11-01
356	phi.wilson.040	2021-04-10
356	reg.hughes.236	2012-02-23
356	rob.valenzuela.589	2012-03-20
356	san.wallace.423	2013-03-08
356	vic.weaver.575	2011-09-02
362	ale.johnson.509	2011-02-18
362	amy.floyd.618	2011-03-26
362	amy.garcia.871	2011-11-08
362	amy.henderson.224	2012-04-27
362	ang.hopkins.264	2011-09-29
362	ant.fleming.613	2013-08-22
362	ash.robinson.400	2012-03-11
362	ben.turner.392	2022-02-25
362	cas.duran.250	2015-09-22
362	chr.rose.465	2011-01-14
362	cor.jr..320	2016-05-01
362	cou.brooks.739	2019-02-09
362	cry.davis.502	2021-01-26
362	dan.hayes.093	2014-02-23
362	dav.lloyd.779	2021-12-30
362	dav.ryan.302	2015-04-21
362	daw.davis.370	2013-10-07
362	dr..espinoza.407	2016-02-09
362	dyl.romero.144	2013-02-02
362	eli.dawson.093	2015-11-06
362	eri.lopez.817	2011-05-18
362	ger.riley.934	2015-06-19
362	hea.baldwin.164	2018-12-09
362	jam.evans.413	2019-09-09
362	jam.johnson.153	2021-09-27
362	jas.keith.832	2020-02-12
362	jas.morton.077	2019-01-17
362	jen.campbell.340	2021-12-24
362	jen.huerta.328	2019-05-27
362	jer.rollins.740	2022-04-05
362	jil.payne.892	2012-11-28
362	joh.coleman.076	2021-07-30
362	jos.garcia.375	2020-10-04
362	kri.edwards.715	2018-03-09
362	lar.banks.335	2022-08-16
362	log.edwards.500	2021-07-02
362	lyn.tate.654	2019-02-05
362	mar.gonzales.971	2019-03-02
362	mel.acevedo.523	2019-03-02
362	mic.case.027	2018-06-05
362	mic.reynolds.319	2012-01-26
362	mic.woods.516	2019-01-07
362	mig.brown.544	2011-12-14
362	mit.diaz.120	2011-04-12
362	mon.barber.526	2022-02-13
362	mr..ferguson.506	2016-11-21
362	nic.horn.309	2012-07-03
362	nic.sherman.130	2019-03-14
362	phi.wilson.040	2016-11-01
362	rob.valenzuela.589	2013-09-08
362	vic.weaver.575	2011-05-27
362	wya.martinez.388	2021-09-26
377	ale.johnson.509	2020-08-27
377	amy.floyd.618	2022-07-17
377	amy.garcia.871	2022-09-28
377	amy.henderson.224	2014-04-01
377	ang.hopkins.264	2012-08-29
377	ant.dennis.856	2021-04-27
377	ant.fleming.613	2020-10-14
377	ash.robinson.400	2017-06-11
377	ben.turner.392	2017-10-29
377	cas.duran.250	2011-05-20
377	chr.rose.465	2016-05-07
377	cor.jr..320	2012-06-11
377	cou.brooks.739	2014-05-04
377	cry.davis.502	2014-10-24
377	dan.hayes.093	2011-03-20
377	dav.lloyd.779	2017-07-29
377	dav.ryan.302	2012-04-22
377	daw.davis.370	2021-07-27
377	dr..espinoza.407	2018-12-31
377	dyl.romero.144	2011-10-18
377	eli.dawson.093	2013-06-06
377	eri.lopez.817	2013-05-20
377	ger.riley.934	2015-07-23
377	hea.baldwin.164	2019-05-04
377	jam.evans.413	2016-03-02
377	jam.johnson.153	2021-03-31
377	jam.terrell.239	2013-08-20
377	jas.keith.832	2016-10-15
377	jas.morton.077	2015-08-29
377	jen.campbell.340	2016-01-13
377	jen.huerta.328	2013-04-28
377	jer.rollins.740	2011-10-12
377	jil.payne.892	2013-07-10
377	joh.coleman.076	2020-12-14
377	jos.garcia.375	2020-03-03
377	kar.carroll.734	2012-04-16
377	ker.mullen.690	2016-04-03
377	kri.edwards.715	2015-12-24
377	lar.banks.335	2020-05-27
377	log.edwards.500	2016-05-12
377	lyn.tate.654	2016-12-21
377	mar.gonzales.971	2011-08-16
377	mel.acevedo.523	2011-08-05
377	mic.case.027	2022-02-02
377	mic.reynolds.319	2013-03-15
377	mic.thompson.255	2018-06-11
377	mic.woods.516	2021-12-09
377	mig.brown.544	2017-11-09
377	mit.diaz.120	2011-04-16
377	mit.haynes.006	2012-01-18
377	mon.barber.526	2020-06-18
377	mr..ferguson.506	2017-02-09
377	nic.horn.309	2014-10-09
377	nic.sherman.130	2019-09-18
377	phi.wilson.040	2012-09-22
377	reg.hughes.236	2015-09-30
377	rob.valenzuela.589	2016-04-11
377	san.wallace.423	2019-11-02
377	vic.weaver.575	2011-02-27
377	wya.martinez.388	2019-11-06
378	ale.johnson.509	2019-06-05
378	amy.floyd.618	2019-08-29
378	amy.garcia.871	2017-05-12
378	ang.hopkins.264	2011-08-04
378	ant.fleming.613	2018-11-10
378	ash.robinson.400	2017-10-19
378	ben.turner.392	2021-09-11
378	cas.duran.250	2020-08-16
378	chr.rose.465	2019-07-03
378	cor.jr..320	2018-12-17
378	cou.brooks.739	2018-12-09
378	cry.davis.502	2014-06-16
378	dan.hayes.093	2013-02-28
378	dav.lloyd.779	2011-10-09
378	dav.ryan.302	2013-04-12
378	daw.davis.370	2021-10-22
378	dr..espinoza.407	2016-06-24
378	dyl.romero.144	2022-12-26
378	eli.dawson.093	2017-11-26
378	eri.lopez.817	2011-06-20
378	ger.riley.934	2018-03-04
378	hea.baldwin.164	2011-10-11
378	jam.evans.413	2021-06-29
378	jas.keith.832	2017-01-23
378	jas.morton.077	2018-06-19
378	jen.campbell.340	2021-01-06
378	jen.huerta.328	2011-03-31
378	jer.rollins.740	2020-12-03
378	jil.payne.892	2022-10-17
378	joh.coleman.076	2017-10-26
378	jos.garcia.375	2016-07-27
378	ker.mullen.690	2012-05-29
378	kri.edwards.715	2017-07-31
378	lar.banks.335	2020-08-18
378	log.edwards.500	2021-06-01
378	lyn.tate.654	2021-04-02
378	mel.acevedo.523	2019-03-28
378	mic.case.027	2016-10-26
378	mic.reynolds.319	2019-03-01
378	mic.thompson.255	2017-09-04
378	mic.woods.516	2011-12-13
378	mit.diaz.120	2017-04-21
378	mit.haynes.006	2020-06-13
378	mon.barber.526	2012-03-20
378	mr..ferguson.506	2021-02-25
378	nic.horn.309	2017-10-24
378	nic.sherman.130	2013-12-22
378	phi.wilson.040	2012-03-20
378	reg.hughes.236	2020-04-30
378	rob.valenzuela.589	2019-10-02
378	vic.weaver.575	2012-11-04
378	wya.martinez.388	2016-01-07
379	ale.johnson.509	2016-10-23
379	amy.floyd.618	2018-11-30
379	amy.garcia.871	2016-02-04
379	amy.henderson.224	2014-07-04
379	ang.hopkins.264	2011-11-04
379	ant.dennis.856	2013-08-29
379	ash.robinson.400	2014-01-04
379	ben.turner.392	2022-01-11
379	cas.duran.250	2014-05-04
379	chr.rose.465	2018-07-15
379	cor.jr..320	2022-03-27
379	cou.brooks.739	2013-12-14
379	cry.davis.502	2016-12-08
379	dan.hayes.093	2012-01-05
379	dav.lloyd.779	2013-10-19
379	dav.ryan.302	2021-12-08
379	daw.davis.370	2014-06-24
379	dr..espinoza.407	2012-04-13
379	dyl.romero.144	2022-08-03
379	eli.dawson.093	2015-05-31
379	ger.riley.934	2018-01-19
379	hea.baldwin.164	2019-12-03
379	jam.evans.413	2021-11-01
379	jam.johnson.153	2014-02-23
379	jam.terrell.239	2018-08-17
379	jas.keith.832	2013-03-10
379	jas.morton.077	2022-05-23
379	jen.campbell.340	2018-11-01
379	jen.huerta.328	2015-01-04
379	jer.rollins.740	2016-08-06
379	jil.payne.892	2019-01-10
379	joh.coleman.076	2015-09-09
379	jos.garcia.375	2022-03-13
379	kar.carroll.734	2015-09-04
379	ker.mullen.690	2011-11-10
379	kri.edwards.715	2011-05-03
379	lar.banks.335	2018-01-02
379	log.edwards.500	2014-02-26
379	lyn.tate.654	2021-06-17
379	mar.gonzales.971	2014-02-09
379	mel.acevedo.523	2012-10-15
379	mic.case.027	2016-10-06
379	mic.reynolds.319	2018-09-01
379	mic.thompson.255	2016-02-20
379	mic.woods.516	2013-01-09
379	mig.brown.544	2018-01-11
379	mit.diaz.120	2015-04-05
379	mit.haynes.006	2014-06-28
379	mon.barber.526	2014-03-25
379	mr..ferguson.506	2020-02-12
379	nic.horn.309	2022-10-24
379	nic.sherman.130	2014-07-01
379	phi.wilson.040	2015-06-19
379	reg.hughes.236	2013-07-04
379	rob.valenzuela.589	2015-02-11
379	san.wallace.423	2016-04-07
379	vic.weaver.575	2011-12-15
379	wya.martinez.388	2013-08-25
380	ale.johnson.509	2017-04-29
380	amy.floyd.618	2019-07-02
380	amy.garcia.871	2014-05-21
380	amy.henderson.224	2022-12-23
380	ang.hopkins.264	2017-11-07
380	ant.dennis.856	2015-05-03
380	ant.fleming.613	2020-06-08
380	ash.robinson.400	2019-01-05
380	ben.turner.392	2012-02-18
380	cas.duran.250	2012-10-10
380	chr.rose.465	2015-01-01
380	cor.jr..320	2012-04-01
380	cou.brooks.739	2011-05-10
380	cry.davis.502	2016-12-02
380	dan.hayes.093	2015-05-20
380	dav.lloyd.779	2013-12-12
380	dav.ryan.302	2011-01-09
380	daw.davis.370	2017-04-23
380	dr..espinoza.407	2016-03-30
380	dyl.romero.144	2013-07-18
380	eli.dawson.093	2016-03-25
380	eri.lopez.817	2018-04-12
380	ger.riley.934	2022-04-20
380	hea.baldwin.164	2020-12-23
380	jam.evans.413	2017-02-02
380	jam.terrell.239	2011-01-06
380	jas.keith.832	2020-06-18
380	jas.morton.077	2016-07-20
380	jen.campbell.340	2014-08-13
380	jen.huerta.328	2020-06-25
380	jer.rollins.740	2017-07-09
380	jil.payne.892	2017-12-09
380	joh.coleman.076	2017-11-05
380	jos.garcia.375	2014-01-27
380	kar.carroll.734	2019-10-13
380	ker.mullen.690	2019-11-14
380	kri.edwards.715	2022-08-25
380	lar.banks.335	2021-04-22
380	log.edwards.500	2011-02-19
380	lyn.tate.654	2015-04-11
380	mar.gonzales.971	2013-12-14
380	mel.acevedo.523	2017-01-17
380	mic.case.027	2012-10-04
380	mic.reynolds.319	2020-02-21
380	mic.thompson.255	2016-08-01
380	mic.woods.516	2011-11-17
380	mit.diaz.120	2012-03-09
380	mit.haynes.006	2012-04-26
380	mon.barber.526	2019-01-23
380	mr..ferguson.506	2017-02-11
380	nic.horn.309	2015-06-27
380	nic.sherman.130	2018-04-29
380	phi.wilson.040	2017-12-09
380	reg.hughes.236	2016-09-16
380	vic.weaver.575	2019-11-06
380	wya.martinez.388	2013-12-29
396	ale.johnson.509	2020-03-28
396	amy.floyd.618	2015-09-08
396	amy.garcia.871	2016-03-17
396	amy.henderson.224	2011-05-07
396	ang.hopkins.264	2020-05-30
396	ant.dennis.856	2018-02-19
396	ant.fleming.613	2016-03-27
396	ash.robinson.400	2013-12-06
396	ben.turner.392	2014-11-09
396	cas.duran.250	2015-12-30
396	cor.jr..320	2014-03-26
396	cou.brooks.739	2012-01-23
396	cry.davis.502	2022-03-15
396	dan.hayes.093	2021-11-09
396	dav.lloyd.779	2016-06-05
396	dav.ryan.302	2021-06-08
396	daw.davis.370	2011-08-10
396	dr..espinoza.407	2022-04-21
396	dyl.romero.144	2013-11-02
396	eri.lopez.817	2013-11-05
396	ger.riley.934	2018-04-19
396	jam.evans.413	2018-03-18
396	jam.johnson.153	2012-09-29
396	jam.terrell.239	2015-03-25
396	jas.keith.832	2012-04-11
396	jas.morton.077	2020-02-13
396	jen.campbell.340	2012-12-21
396	jen.huerta.328	2011-10-15
396	jer.rollins.740	2015-03-24
396	joh.coleman.076	2017-05-18
396	jos.garcia.375	2014-11-22
396	kar.carroll.734	2022-10-13
396	ker.mullen.690	2019-04-26
396	kri.edwards.715	2016-06-22
396	lar.banks.335	2017-01-09
396	log.edwards.500	2014-09-12
396	lyn.tate.654	2017-12-28
396	mar.gonzales.971	2019-06-07
396	mel.acevedo.523	2018-01-13
396	mic.case.027	2016-11-17
396	mic.reynolds.319	2014-04-23
396	mic.thompson.255	2011-11-22
396	mic.woods.516	2015-02-27
396	mig.brown.544	2016-08-31
396	mit.diaz.120	2014-12-13
396	mit.haynes.006	2021-11-06
396	mon.barber.526	2017-10-13
396	mr..ferguson.506	2014-06-15
396	nic.horn.309	2022-11-01
396	nic.sherman.130	2014-08-17
396	phi.wilson.040	2022-01-21
396	reg.hughes.236	2014-06-23
396	rob.valenzuela.589	2014-11-04
396	san.wallace.423	2011-03-29
396	vic.weaver.575	2020-08-07
397	ale.johnson.509	2012-03-17
397	amy.floyd.618	2018-12-14
397	amy.garcia.871	2019-01-16
397	amy.henderson.224	2021-06-14
397	ang.hopkins.264	2011-05-17
397	ant.dennis.856	2013-03-09
397	ash.robinson.400	2012-08-22
397	ben.turner.392	2018-06-07
397	cas.duran.250	2013-10-10
397	chr.rose.465	2012-12-13
397	cor.jr..320	2014-04-14
397	cou.brooks.739	2020-07-01
397	cry.davis.502	2012-02-28
397	dan.hayes.093	2021-04-12
397	dav.lloyd.779	2016-10-01
397	dav.ryan.302	2018-06-27
397	daw.davis.370	2019-10-02
397	dr..espinoza.407	2022-08-10
397	dyl.romero.144	2014-09-29
397	eli.dawson.093	2016-04-02
397	ger.riley.934	2022-04-06
397	hea.baldwin.164	2017-06-16
