VOID	AcctName	Name	Date	Accepted	Complete	NumHrs
100	kri.edwards.715	Road Series rideouts	2021-12-25	1	1	16
100	kri.edwards.715	SMU Host Programme	2021-08-28	1	0	\N
100	kri.edwards.715	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	\N	\N	\N
100	lar.banks.335	Hands-on workshops	2022-12-09	1	1	8
100	lar.banks.335	Helping Hands	2023-02-04	1	1	3
100	lar.banks.335	Old But Gold	2023-09-23	1	1	12
100	lar.banks.335	Paddle to the Bay	2023-07-26	1	1	7
100	lar.banks.335	SMU Buddy Programme	2023-05-29	1	0	\N
100	lar.banks.335	Vegan Picnic	2023-01-19	1	0	\N
100	log.edwards.500	Annual Nite Bike	2021-08-19	1	1	16
100	log.edwards.500	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	log.edwards.500	Beach clean-up	2021-01-02	1	0	\N
100	log.edwards.500	Hands-on workshops	2022-12-09	1	0	\N
100	log.edwards.500	Howl-O-Ween	2021-02-21	1	0	\N
100	log.edwards.500	INSPIRAR	2021-07-25	\N	\N	\N
100	log.edwards.500	Martial Mayhem	2021-12-25	1	0	\N
100	log.edwards.500	Paddle to the Bay	2023-07-26	1	1	14
100	log.edwards.500	Paws for a Cause	2021-05-09	1	1	14
100	log.edwards.500	Pendeza	2022-06-22	1	0	\N
100	log.edwards.500	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
100	log.edwards.500	SMU Dragon Battle	2021-01-06	1	0	\N
100	log.edwards.500	Vegan Picnic	2023-01-19	1	0	\N
100	log.edwards.500	World Water Day	2022-01-08	1	0	\N
100	mar.gonzales.971	Annual Pedal x Paddle	2022-04-21	1	1	14
100	mar.gonzales.971	Hands-on workshops	2022-12-09	1	0	\N
100	mar.gonzales.971	Helping Hands	2023-02-04	1	0	\N
100	mar.gonzales.971	Howl-O-Ween	2021-02-21	1	0	\N
100	mar.gonzales.971	INSPIRAR	2021-07-25	1	1	12
100	mar.gonzales.971	Martial Mayhem	2021-12-25	1	0	\N
100	mar.gonzales.971	Old But Gold	2023-09-23	1	1	3
100	mar.gonzales.971	Paddle to the Bay	2023-07-26	1	0	\N
100	mar.gonzales.971	Road Series rideouts	2021-12-25	\N	\N	\N
100	mar.gonzales.971	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
100	mar.gonzales.971	SMU Buddy Programme	2023-05-29	\N	\N	\N
100	mar.gonzales.971	SMU Dragon Battle	2021-01-06	1	1	1
100	mar.gonzales.971	Vegan Picnic	2023-01-19	1	1	16
100	mar.gonzales.971	World Water Day	2022-01-08	\N	\N	\N
100	mel.acevedo.523	Annual Nite Bike	2021-08-19	1	0	\N
100	mel.acevedo.523	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	mel.acevedo.523	Beach clean-up	2021-01-02	1	0	\N
100	mel.acevedo.523	Hands-on workshops	2022-12-09	1	1	15
100	mel.acevedo.523	Helping Hands	2023-02-04	1	0	\N
100	mel.acevedo.523	Howl-O-Ween	2021-02-21	1	1	6
100	mel.acevedo.523	Martial Mayhem	2021-12-25	1	0	\N
100	mel.acevedo.523	Old But Gold	2023-09-23	1	0	\N
100	mel.acevedo.523	Paddle to the Bay	2023-07-26	1	0	\N
100	mel.acevedo.523	Paws for a Cause	2021-05-09	1	0	\N
100	mel.acevedo.523	SPLASH!	2021-09-24	\N	\N	\N
100	mel.acevedo.523	starringSMU	2021-06-16	1	0	\N
100	mel.acevedo.523	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	0	\N	\N
100	mel.acevedo.523	Vegan Picnic	2023-01-19	1	0	\N
100	mel.acevedo.523	World Water Day	2022-01-08	1	0	\N
100	mic.case.027	Annual Nite Bike	2021-08-19	\N	\N	\N
100	mic.case.027	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	mic.case.027	Hands-on workshops	2022-12-09	1	0	\N
100	mic.case.027	Howl-O-Ween	2021-02-21	\N	\N	\N
100	mic.case.027	Paddle to the Bay	2023-07-26	1	0	\N
100	mic.case.027	Pendeza	2022-06-22	1	0	\N
100	mic.case.027	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
100	mic.case.027	SMU Host Programme	2021-08-28	1	1	9
100	mic.case.027	starringSMU	2021-06-16	1	1	7
100	mic.case.027	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	\N	\N	\N
100	mic.case.027	World Water Day	2022-01-08	1	1	7
100	mic.reynolds.319	Annual Nite Bike	2021-08-19	\N	\N	\N
100	mic.reynolds.319	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	mic.reynolds.319	Hands-on workshops	2022-12-09	1	0	\N
100	mic.reynolds.319	Helping Hands	2023-02-04	\N	\N	\N
100	mic.reynolds.319	Howl-O-Ween	2021-02-21	1	0	\N
100	mic.reynolds.319	INSPIRAR	2021-07-25	\N	\N	\N
100	mic.reynolds.319	Kidleidoscope 	2022-01-28	1	0	\N
100	mic.reynolds.319	Martial Mayhem	2021-12-25	1	0	\N
100	mic.reynolds.319	Old But Gold	2023-09-23	1	0	\N
100	mic.reynolds.319	Paddle to the Bay	2023-07-26	\N	\N	\N
100	mic.reynolds.319	Pendeza	2022-06-22	1	1	6
100	mic.reynolds.319	Road Series rideouts	2021-12-25	1	0	\N
100	mic.reynolds.319	Singapore International Martial Arts Tournament	2021-05-01	1	1	4
100	mic.reynolds.319	starringSMU	2021-06-16	0	\N	\N
100	mic.reynolds.319	World Water Day	2022-01-08	0	\N	\N
100	mic.thompson.255	Annual Nite Bike	2021-08-19	\N	\N	\N
100	mic.thompson.255	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	mic.thompson.255	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	\N	\N	\N
100	mic.thompson.255	Hands-on workshops	2022-12-09	1	0	\N
100	mic.thompson.255	Helping Hands	2023-02-04	1	1	16
100	mic.thompson.255	Howl-O-Ween	2021-02-21	1	1	5
100	mic.thompson.255	INSPIRAR	2021-07-25	1	0	\N
100	mic.thompson.255	Old But Gold	2023-09-23	1	0	\N
100	mic.thompson.255	Paddle to the Bay	2023-07-26	1	1	14
100	mic.thompson.255	Pendeza	2022-06-22	1	0	\N
100	mic.thompson.255	Road Series rideouts	2021-12-25	1	1	1
100	mic.thompson.255	Singapore International Martial Arts Tournament	2021-05-01	1	1	14
100	mic.thompson.255	SMU Dragon Battle	2021-01-06	1	0	\N
100	mic.thompson.255	SMU Host Programme	2021-08-28	1	0	\N
100	mic.thompson.255	SPLASH!	2021-09-24	1	1	10
100	mic.thompson.255	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	1	1	11
100	mic.thompson.255	Vegan Picnic	2023-01-19	1	1	8
100	mic.thompson.255	World Water Day	2022-01-08	1	0	\N
100	mic.woods.516	Annual Pedal x Paddle	2022-04-21	1	1	2
100	mic.woods.516	Hands-on workshops	2022-12-09	1	0	\N
100	mic.woods.516	Howl-O-Ween	2021-02-21	1	1	9
100	mic.woods.516	Kidleidoscope 	2022-01-28	1	1	1
100	mic.woods.516	Martial Mayhem	2021-12-25	1	0	\N
100	mic.woods.516	Old But Gold	2023-09-23	1	0	\N
100	mic.woods.516	Paddle to the Bay	2023-07-26	1	1	8
100	mic.woods.516	Road Series rideouts	2021-12-25	1	0	\N
100	mic.woods.516	Singapore International Martial Arts Tournament	2021-05-01	1	1	4
100	mic.woods.516	SMU Buddy Programme	2023-05-29	1	1	10
100	mic.woods.516	starringSMU	2021-06-16	1	1	7
100	mic.woods.516	World Water Day	2022-01-08	1	1	1
100	mig.brown.544	Annual Pedal x Paddle	2022-04-21	1	1	11
100	mig.brown.544	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
100	mig.brown.544	Beach clean-up	2021-01-02	1	0	\N
100	mig.brown.544	Howl-O-Ween	2021-02-21	1	1	15
100	mig.brown.544	INSPIRAR	2021-07-25	1	1	10
100	mig.brown.544	Kidleidoscope 	2022-01-28	1	0	\N
100	mig.brown.544	Martial Mayhem	2021-12-25	1	0	\N
100	mig.brown.544	Paddle to the Bay	2023-07-26	\N	\N	\N
100	mig.brown.544	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
100	mig.brown.544	SMU Buddy Programme	2023-05-29	1	0	\N
100	mig.brown.544	SMU Dragon Battle	2021-01-06	\N	\N	\N
100	mig.brown.544	SPLASH!	2021-09-24	1	1	1
100	mig.brown.544	starringSMU	2021-06-16	1	1	1
100	mig.brown.544	World Water Day	2022-01-08	1	1	8
100	mit.diaz.120	Annual Nite Bike	2021-08-19	\N	\N	\N
100	mit.diaz.120	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	mit.diaz.120	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
100	mit.diaz.120	Hands-on workshops	2022-12-09	1	0	\N
100	mit.diaz.120	Kidleidoscope 	2022-01-28	1	0	\N
100	mit.diaz.120	Martial Mayhem	2021-12-25	1	0	\N
100	mit.diaz.120	Paddle to the Bay	2023-07-26	\N	\N	\N
100	mit.diaz.120	Road Series rideouts	2021-12-25	1	1	7
100	mit.diaz.120	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
100	mit.diaz.120	SMU Dragon Battle	2021-01-06	1	0	\N
100	mit.diaz.120	SMU Host Programme	2021-08-28	1	0	\N
100	mit.diaz.120	SPLASH!	2021-09-24	1	0	\N
100	mit.diaz.120	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	1	0	\N
100	mit.diaz.120	Vegan Picnic	2023-01-19	1	0	\N
100	mit.diaz.120	World Water Day	2022-01-08	1	1	14
100	mit.haynes.006	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	mit.haynes.006	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	3
100	mit.haynes.006	Hands-on workshops	2022-12-09	1	0	\N
100	mit.haynes.006	Helping Hands	2023-02-04	1	0	\N
100	mit.haynes.006	INSPIRAR	2021-07-25	\N	\N	\N
100	mit.haynes.006	Martial Mayhem	2021-12-25	1	1	11
100	mit.haynes.006	Paddle to the Bay	2023-07-26	1	1	14
100	mit.haynes.006	Pendeza	2022-06-22	1	1	1
100	mit.haynes.006	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
100	mit.haynes.006	SMU Dragon Battle	2021-01-06	1	1	9
100	mit.haynes.006	SPLASH!	2021-09-24	1	0	\N
100	mit.haynes.006	Vegan Picnic	2023-01-19	1	1	16
100	mit.haynes.006	World Water Day	2022-01-08	1	0	\N
100	mon.barber.526	Annual Pedal x Paddle	2022-04-21	1	1	6
100	mon.barber.526	Hands-on workshops	2022-12-09	\N	\N	\N
100	mon.barber.526	Helping Hands	2023-02-04	\N	\N	\N
100	mon.barber.526	Howl-O-Ween	2021-02-21	1	1	7
100	mon.barber.526	Kidleidoscope 	2022-01-28	1	0	\N
100	mon.barber.526	Martial Mayhem	2021-12-25	1	0	\N
100	mon.barber.526	Old But Gold	2023-09-23	1	1	9
100	mon.barber.526	Paddle to the Bay	2023-07-26	1	1	3
100	mon.barber.526	Pendeza	2022-06-22	1	1	8
100	mon.barber.526	Road Series rideouts	2021-12-25	1	1	8
100	mon.barber.526	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
100	mon.barber.526	SMU Buddy Programme	2023-05-29	1	1	11
100	mon.barber.526	SMU Dragon Battle	2021-01-06	1	0	\N
100	mon.barber.526	SPLASH!	2021-09-24	\N	\N	\N
100	mon.barber.526	starringSMU	2021-06-16	\N	\N	\N
100	mon.barber.526	Vegan Picnic	2023-01-19	1	0	\N
100	mon.barber.526	World Water Day	2022-01-08	1	0	\N
100	mr..ferguson.506	Annual Pedal x Paddle	2022-04-21	1	1	10
100	mr..ferguson.506	Hands-on workshops	2022-12-09	1	0	\N
100	mr..ferguson.506	Helping Hands	2023-02-04	\N	\N	\N
100	mr..ferguson.506	Martial Mayhem	2021-12-25	1	0	\N
100	mr..ferguson.506	Paddle to the Bay	2023-07-26	1	0	\N
100	mr..ferguson.506	Pendeza	2022-06-22	1	1	8
100	mr..ferguson.506	Singapore International Martial Arts Tournament	2021-05-01	1	1	5
100	mr..ferguson.506	starringSMU	2021-06-16	1	1	3
100	mr..ferguson.506	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	\N	\N	\N
100	mr..ferguson.506	World Water Day	2022-01-08	1	0	\N
100	nic.sherman.130	Annual Nite Bike	2021-08-19	1	0	\N
100	nic.sherman.130	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	nic.sherman.130	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	5
100	nic.sherman.130	Hands-on workshops	2022-12-09	1	0	\N
100	nic.sherman.130	Helping Hands	2023-02-04	1	0	\N
100	nic.sherman.130	Howl-O-Ween	2021-02-21	1	0	\N
100	nic.sherman.130	Kidleidoscope 	2022-01-28	1	0	\N
100	nic.sherman.130	Martial Mayhem	2021-12-25	\N	\N	\N
100	nic.sherman.130	Old But Gold	2023-09-23	1	1	9
100	nic.sherman.130	Paddle to the Bay	2023-07-26	1	1	5
100	nic.sherman.130	Pendeza	2022-06-22	1	0	\N
100	nic.sherman.130	SMU Buddy Programme	2023-05-29	1	0	\N
100	nic.sherman.130	SMU Host Programme	2021-08-28	1	1	11
100	nic.sherman.130	SPLASH!	2021-09-24	0	\N	\N
100	nic.sherman.130	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	1	1	2
100	nic.sherman.130	Vegan Picnic	2023-01-19	1	0	\N
100	nic.sherman.130	World Water Day	2022-01-08	1	1	16
100	phi.wilson.040	Annual Nite Bike	2021-08-19	1	0	\N
100	phi.wilson.040	Annual Pedal x Paddle	2022-04-21	1	1	6
100	phi.wilson.040	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
100	phi.wilson.040	Beach clean-up	2021-01-02	1	1	4
100	phi.wilson.040	Hands-on workshops	2022-12-09	1	1	2
100	phi.wilson.040	Helping Hands	2023-02-04	1	0	\N
100	phi.wilson.040	Howl-O-Ween	2021-02-21	1	1	8
100	phi.wilson.040	INSPIRAR	2021-07-25	1	1	4
100	phi.wilson.040	Martial Mayhem	2021-12-25	0	\N	\N
100	phi.wilson.040	Old But Gold	2023-09-23	1	0	\N
100	phi.wilson.040	Paddle to the Bay	2023-07-26	1	1	5
100	phi.wilson.040	Paws for a Cause	2021-05-09	1	0	\N
100	phi.wilson.040	Pendeza	2022-06-22	1	0	\N
100	phi.wilson.040	Singapore International Martial Arts Tournament	2021-05-01	1	1	16
100	phi.wilson.040	SMU Buddy Programme	2023-05-29	1	0	\N
100	phi.wilson.040	SPLASH!	2021-09-24	\N	\N	\N
100	phi.wilson.040	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	1	0	\N
100	phi.wilson.040	Vegan Picnic	2023-01-19	1	0	\N
100	phi.wilson.040	World Water Day	2022-01-08	1	1	5
100	reg.hughes.236	Annual Nite Bike	2021-08-19	\N	\N	\N
100	reg.hughes.236	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	reg.hughes.236	Hands-on workshops	2022-12-09	1	1	14
100	reg.hughes.236	Helping Hands	2023-02-04	1	0	\N
100	reg.hughes.236	INSPIRAR	2021-07-25	1	1	8
100	reg.hughes.236	Kidleidoscope 	2022-01-28	1	0	\N
100	reg.hughes.236	Martial Mayhem	2021-12-25	1	1	7
100	reg.hughes.236	Old But Gold	2023-09-23	0	\N	\N
100	reg.hughes.236	Paddle to the Bay	2023-07-26	\N	\N	\N
100	reg.hughes.236	Pendeza	2022-06-22	1	1	12
100	reg.hughes.236	Singapore International Martial Arts Tournament	2021-05-01	1	1	1
100	reg.hughes.236	SMU Buddy Programme	2023-05-29	1	0	\N
100	reg.hughes.236	SMU Dragon Battle	2021-01-06	1	1	14
100	reg.hughes.236	SPLASH!	2021-09-24	\N	\N	\N
100	reg.hughes.236	starringSMU	2021-06-16	1	0	\N
100	reg.hughes.236	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	\N	\N	\N
100	reg.hughes.236	Vegan Picnic	2023-01-19	1	1	16
100	reg.hughes.236	World Water Day	2022-01-08	1	0	\N
100	rob.valenzuela.589	Annual Nite Bike	2021-08-19	1	0	\N
100	rob.valenzuela.589	Hands-on workshops	2022-12-09	\N	\N	\N
100	rob.valenzuela.589	Helping Hands	2023-02-04	1	1	4
100	rob.valenzuela.589	Howl-O-Ween	2021-02-21	1	1	1
100	rob.valenzuela.589	Kidleidoscope 	2022-01-28	1	1	5
100	rob.valenzuela.589	Martial Mayhem	2021-12-25	1	0	\N
100	rob.valenzuela.589	Old But Gold	2023-09-23	1	0	\N
100	rob.valenzuela.589	Paddle to the Bay	2023-07-26	0	\N	\N
100	rob.valenzuela.589	Road Series rideouts	2021-12-25	1	1	10
100	rob.valenzuela.589	SMU Host Programme	2021-08-28	1	0	\N
100	rob.valenzuela.589	Teambuilding at the Beach With Plastic, Trash and Garbage Bags	2022-06-16	1	1	11
100	san.wallace.423	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	san.wallace.423	Hands-on workshops	2022-12-09	1	0	\N
100	san.wallace.423	Helping Hands	2023-02-04	1	1	5
100	san.wallace.423	INSPIRAR	2021-07-25	1	0	\N
100	san.wallace.423	Old But Gold	2023-09-23	\N	\N	\N
100	san.wallace.423	Paddle to the Bay	2023-07-26	1	0	\N
100	san.wallace.423	Pendeza	2022-06-22	1	0	\N
100	san.wallace.423	Road Series rideouts	2021-12-25	1	0	\N
100	san.wallace.423	Singapore International Martial Arts Tournament	2021-05-01	1	1	10
100	san.wallace.423	SMU Buddy Programme	2023-05-29	1	1	13
100	san.wallace.423	SMU Host Programme	2021-08-28	1	1	10
100	san.wallace.423	World Water Day	2022-01-08	1	1	6
100	vic.weaver.575	Annual Nite Bike	2021-08-19	1	0	\N
100	vic.weaver.575	Annual Pedal x Paddle	2022-04-21	1	0	\N
100	vic.weaver.575	Hands-on workshops	2022-12-09	\N	\N	\N
100	vic.weaver.575	Helping Hands	2023-02-04	1	0	\N
100	vic.weaver.575	INSPIRAR	2021-07-25	1	0	\N
100	vic.weaver.575	Kidleidoscope 	2022-01-28	1	1	10
100	vic.weaver.575	Old But Gold	2023-09-23	1	0	\N
100	vic.weaver.575	Paddle to the Bay	2023-07-26	1	0	\N
100	vic.weaver.575	Pendeza	2022-06-22	1	0	\N
100	vic.weaver.575	Road Series rideouts	2021-12-25	1	1	15
100	vic.weaver.575	SPLASH!	2021-09-24	1	1	4
100	vic.weaver.575	Vegan Picnic	2023-01-19	1	1	7
100	vic.weaver.575	World Water Day	2022-01-08	1	1	8
100	wya.martinez.388	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
100	wya.martinez.388	Hands-on workshops	2022-12-09	\N	\N	\N
100	wya.martinez.388	Kidleidoscope 	2022-01-28	1	1	7
100	wya.martinez.388	Martial Mayhem	2021-12-25	0	\N	\N
100	wya.martinez.388	Old But Gold	2023-09-23	\N	\N	\N
100	wya.martinez.388	Paddle to the Bay	2023-07-26	1	1	6
100	wya.martinez.388	Road Series rideouts	2021-12-25	1	1	10
100	wya.martinez.388	SMU Buddy Programme	2023-05-29	\N	\N	\N
100	wya.martinez.388	SMU Host Programme	2021-08-28	1	0	\N
100	wya.martinez.388	World Water Day	2022-01-08	\N	\N	\N
106	ale.johnson.509	Singapore International Martial Arts Tournament	2021-05-01	1	1	15
106	amy.floyd.618	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	amy.garcia.871	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	amy.henderson.224	Martial Mayhem	2021-12-25	1	0	\N
106	amy.henderson.224	Singapore International Martial Arts Tournament	2021-05-01	1	1	4
106	ant.dennis.856	Martial Mayhem	2021-12-25	\N	\N	\N
106	ant.dennis.856	Singapore International Martial Arts Tournament	2021-05-01	1	1	1
106	ash.robinson.400	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	ben.turner.392	Martial Mayhem	2021-12-25	1	1	5
106	chr.rose.465	Martial Mayhem	2021-12-25	1	0	\N
106	cor.jr..320	Martial Mayhem	2021-12-25	1	0	\N
106	dan.hayes.093	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	dav.lloyd.779	Martial Mayhem	2021-12-25	1	1	1
106	daw.davis.370	Martial Mayhem	2021-12-25	1	1	14
106	daw.davis.370	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	dr..espinoza.407	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	dyl.romero.144	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	ger.riley.934	Martial Mayhem	2021-12-25	1	0	\N
106	ger.riley.934	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	jam.evans.413	Martial Mayhem	2021-12-25	1	0	\N
106	jam.johnson.153	Martial Mayhem	2021-12-25	1	1	3
106	jam.terrell.239	Martial Mayhem	2021-12-25	1	0	\N
106	jas.keith.832	Martial Mayhem	2021-12-25	\N	\N	\N
106	jas.morton.077	Martial Mayhem	2021-12-25	1	1	1
106	jas.morton.077	Singapore International Martial Arts Tournament	2021-05-01	1	1	6
106	jen.campbell.340	Singapore International Martial Arts Tournament	2021-05-01	1	1	16
106	jen.huerta.328	Martial Mayhem	2021-12-25	1	0	\N
106	jer.rollins.740	Martial Mayhem	2021-12-25	1	1	6
106	jer.rollins.740	Singapore International Martial Arts Tournament	2021-05-01	1	1	16
106	joh.coleman.076	Martial Mayhem	2021-12-25	1	1	7
106	joh.coleman.076	Singapore International Martial Arts Tournament	2021-05-01	1	1	8
106	jos.garcia.375	Martial Mayhem	2021-12-25	1	0	\N
106	jos.garcia.375	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	kar.carroll.734	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	lar.banks.335	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	log.edwards.500	Martial Mayhem	2021-12-25	1	0	\N
106	mar.gonzales.971	Martial Mayhem	2021-12-25	1	0	\N
106	mar.gonzales.971	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	mic.case.027	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	mic.reynolds.319	Singapore International Martial Arts Tournament	2021-05-01	1	1	4
106	mic.woods.516	Martial Mayhem	2021-12-25	1	0	\N
106	mig.brown.544	Martial Mayhem	2021-12-25	1	0	\N
106	mig.brown.544	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	mit.diaz.120	Martial Mayhem	2021-12-25	1	0	\N
106	mit.diaz.120	Singapore International Martial Arts Tournament	2021-05-01	\N	\N	\N
106	mit.haynes.006	Martial Mayhem	2021-12-25	1	1	11
106	mit.haynes.006	Singapore International Martial Arts Tournament	2021-05-01	1	0	\N
106	mr..ferguson.506	Singapore International Martial Arts Tournament	2021-05-01	1	1	5
106	nic.sherman.130	Martial Mayhem	2021-12-25	\N	\N	\N
106	phi.wilson.040	Martial Mayhem	2021-12-25	0	\N	\N
106	reg.hughes.236	Martial Mayhem	2021-12-25	1	1	7
106	reg.hughes.236	Singapore International Martial Arts Tournament	2021-05-01	1	1	1
106	san.wallace.423	Singapore International Martial Arts Tournament	2021-05-01	1	1	10
106	wya.martinez.388	Martial Mayhem	2021-12-25	0	\N	\N
107	amy.henderson.224	SMU Dragon Battle	2021-01-06	1	1	3
107	amy.henderson.224	SPLASH!	2021-09-24	1	1	12
107	cor.jr..320	SMU Dragon Battle	2021-01-06	1	1	4
107	cry.davis.502	SMU Dragon Battle	2021-01-06	1	1	12
107	cry.davis.502	SPLASH!	2021-09-24	1	1	6
107	eli.dawson.093	SMU Dragon Battle	2021-01-06	1	1	7
107	jam.johnson.153	SMU Dragon Battle	2021-01-06	0	\N	\N
107	jam.johnson.153	SPLASH!	2021-09-24	1	0	\N
107	jam.terrell.239	SMU Dragon Battle	2021-01-06	1	0	\N
107	jas.morton.077	SMU Dragon Battle	2021-01-06	1	1	11
107	jen.campbell.340	SPLASH!	2021-09-24	1	1	14
107	jen.huerta.328	SMU Dragon Battle	2021-01-06	1	1	8
107	jen.huerta.328	SPLASH!	2021-09-24	1	0	\N
107	jer.rollins.740	SMU Dragon Battle	2021-01-06	1	1	3
107	jer.rollins.740	SPLASH!	2021-09-24	1	1	11
107	jil.payne.892	SMU Dragon Battle	2021-01-06	1	0	\N
107	jil.payne.892	SPLASH!	2021-09-24	1	0	\N
107	lar.banks.335	SMU Dragon Battle	2021-01-06	1	1	12
107	lar.banks.335	SPLASH!	2021-09-24	1	1	2
107	mar.gonzales.971	SMU Dragon Battle	2021-01-06	1	1	1
107	mic.thompson.255	SMU Dragon Battle	2021-01-06	1	0	\N
107	mig.brown.544	SMU Dragon Battle	2021-01-06	\N	\N	\N
107	mig.brown.544	SPLASH!	2021-09-24	1	1	1
107	mit.diaz.120	SMU Dragon Battle	2021-01-06	1	0	\N
107	mit.diaz.120	SPLASH!	2021-09-24	1	0	\N
107	mit.haynes.006	SMU Dragon Battle	2021-01-06	1	1	9
107	mit.haynes.006	SPLASH!	2021-09-24	1	0	\N
107	mon.barber.526	SMU Dragon Battle	2021-01-06	1	0	\N
107	mon.barber.526	SPLASH!	2021-09-24	\N	\N	\N
107	reg.hughes.236	SMU Dragon Battle	2021-01-06	1	1	14
107	reg.hughes.236	SPLASH!	2021-09-24	\N	\N	\N
107	vic.weaver.575	SPLASH!	2021-09-24	1	1	4
108	daw.davis.370	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	eli.dawson.093	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	\N	\N	\N
108	jam.johnson.153	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	\N	\N	\N
108	jam.terrell.239	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	jas.morton.077	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	\N	\N	\N
108	jen.campbell.340	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	jen.huerta.328	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	jer.rollins.740	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	jil.payne.892	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	11
108	mar.gonzales.971	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	15
108	mel.acevedo.523	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	mic.thompson.255	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	\N	\N	\N
108	mig.brown.544	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	mit.diaz.120	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
108	mit.haynes.006	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	3
108	nic.sherman.130	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	1	5
108	phi.wilson.040	Annual SMU Basketball Alumni and Corporate Networking Events	2021-02-13	1	0	\N
111	ale.johnson.509	Bandaging Workshop	2023-03-06	1	1	5
111	amy.floyd.618	Bandaging Workshop	2023-03-06	1	1	2
111	amy.floyd.618	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	amy.garcia.871	Bandaging Workshop	2023-03-06	\N	\N	\N
111	amy.garcia.871	Biannual Blood Donation	2021-07-19	1	1	16
111	ang.hopkins.264	Bandaging Workshop	2023-03-06	1	0	\N
111	ant.fleming.613	Bandaging Workshop	2023-03-06	1	0	\N
